visitorid,itemid
939309,420079
138131,419701
1015123,232172
1123106,118408
286616,42002
332997,417059
190940,169583
977450,391688
592787,421884
592787,339411
903507,344723
903507,122604
370723,170262
390426,352723
904885,421063
1050385,424421
1174955,279815
911674,391484
138131,130113
138131,369158
435104,48030
1140205,345095
447985,309778
1202351,35403
1159765,444487
960004,330506
252840,204860
621474,417070
1202351,76744
138131,151061
302394,369112
110014,395435
472487,105864
286780,222604
1366797,387220
378396,74750
42942,62043
238511,130451
245293,186765
245293,318297
1075423,464954
1075423,115805
1075423,50443
1093151,427107
892355,244458
213098,465276
16158,136860
1228324,369924
34598,361106
659301,78144
72232,68048
1075423,437128
1387650,379739
1387650,358485
1164547,315393
1314856,280848
1287192,279457
1004088,217918
1246346,256473
879685,461710
1075423,278549
451673,233454
1169956,35245
1012647,109663
1127021,357531
35112,161354
440481,122873
456617,160904
1395774,422671
1075423,190293
213145,27537
1075423,452802
892355,399069
139392,367664
1340323,222684
575773,4537
303436,424387
1075423,108322
34598,410001
476870,387377
866924,366888
570716,117075
237614,379273
531661,224184
1075423,369158
952388,66405
193036,433504
892355,72299
892355,394679
1359706,64137
1359706,89044
314747,304880
1075423,399550
372661,339517
378396,117730
892355,53207
472487,172894
673919,429304
892355,409746
1311741,46156
599633,316183
451673,40046
869123,411886
1169956,308648
506007,377960
1245659,336165
1339274,41217
1249201,280065
456617,25
1075423,244571
1075423,241807
1116426,362697
91900,179601
1209444,152569
1004088,322551
879685,17478
1052428,407952
756735,133647
1075423,109663
1391212,255708
892355,377232
451673,55727
451673,360812
305506,338660
456617,426398
1075423,46156
575773,105430
1075423,171814
892355,51556
1296635,178498
1169956,154955
892355,119736
639780,246666
998383,428257
1395774,422671
1234499,32299
1387650,153407
952388,375955
1093035,419470
1364680,410647
841939,423339
1093035,163689
1212999,307733
1212999,222772
1093035,133907
1093035,98807
1093035,27812
1212999,62805
358516,152120
841939,289915
1038221,429907
908941,306034
1106054,79504
1111928,257200
766502,414995
1022199,357531
635650,399374
667217,255708
358516,200854
734633,188836
494369,289633
899857,257040
1337408,360487
1093035,289633
964726,100918
1370124,140644
293600,55044
841939,315685
198764,167122
841939,260005
841939,148285
213145,222294
685143,343037
358516,454818
868057,397159
761783,379953
761783,316753
1211071,224487
493613,309005
597416,259227
724060,66405
213145,73759
358516,84593
966579,370390
1212999,252023
929382,400873
1164964,81601
358516,460553
1397020,170262
841939,71733
858445,165169
630803,432184
1134975,161354
841939,69685
1093035,119736
815215,375169
100539,214847
841939,148855
358516,77769
358516,430094
892355,394678
407633,378076
899857,355670
917289,216248
1320564,365044
358516,432184
213145,117075
955081,107778
688237,388097
734633,42328
1185234,22436
170618,54698
892355,383828
892355,187913
841939,348099
772213,71934
213145,50443
841939,291893
5117,241061
92347,372397
729572,109025
340182,370885
892355,161354
841939,271930
268385,148157
1241621,11311
1150613,101948
358516,393978
841939,122604
301846,420960
1157167,8426
841939,230911
892355,247307
654292,393111
841939,257040
407633,378076
1039032,38483
254130,25178
551849,212216
878229,78780
1074034,161354
713838,417621
879063,309778
396761,391728
784757,423339
841939,366238
892355,206241
592953,307428
929382,400873
841939,178274
1265850,200514
1381830,420896
486983,100393
375110,382751
1093035,76403
591906,436694
1212999,185082
1212999,93829
1212999,259647
1212999,32500
1212999,121149
1212999,278380
841939,405770
94177,460553
921444,414155
248671,439194
213145,105601
170618,342264
759678,153778
188096,75820
586700,280946
1163475,217605
199880,46995
1106054,79504
854310,175485
450873,427499
358516,188353
213145,286731
1299951,305675
213145,263606
381345,46232
1093035,197083
1093035,349537
1212999,378834
1212999,330029
1212999,109239
1381830,420896
42435,315852
841939,369158
817448,224614
841939,436195
1274507,99596
63208,362606
521734,385116
1183092,238182
1219635,328370
358516,149253
123702,294210
925703,76196
370759,279517
818205,61104
841939,222285
841939,113440
396761,391728
248671,424506
639529,436115
1306457,391728
241863,232166
1134975,281212
841939,302587
11333,403302
358516,124193
591906,97836
274152,17478
820191,110379
1212999,297145
1212999,211975
1212999,192003
1212999,38083
841939,346203
1157167,141937
1325114,424506
340182,338148
841939,420960
112417,5848
213145,207546
858445,165169
358516,188718
1317826,185217
951347,51792
841939,448494
748040,165347
841939,247755
232491,361554
534712,185680
167556,400873
434180,335041
1373123,460553
434180,335041
233899,37254
134169,212006
748040,360487
960056,182986
1402363,378611
841939,247240
897109,294245
841939,39677
841939,270532
1093035,275361
757199,238059
569031,417927
748040,63092
841939,442131
687775,414571
1093035,16417
748040,97437
105795,94773
1239575,77514
1104300,256164
841939,129138
195248,408132
732767,396344
805249,85284
1195980,275147
343270,303828
1143383,325256
1143383,218626
1359587,371327
1128592,222613
55018,397262
76757,185570
748040,326217
1149372,288418
841939,249702
370007,218626
748040,457231
1093035,177522
270492,137697
401860,379390
133777,62613
1093035,139346
718044,281735
810900,268883
1120402,276559
371604,11390
913285,210009
1143383,390199
149978,253156
1104300,202825
138131,390689
685444,235971
748040,23034
859462,85945
841939,253286
568495,461686
687775,402527
371604,270745
1356496,66509
748040,455804
1356496,66509
371604,137102
865646,109352
1196552,261351
1093035,69519
748040,268534
756779,436694
841939,424421
1336520,396575
371604,426751
804876,149253
315753,262646
371604,35061
841939,150730
87660,292516
1143383,98078
748040,323191
428220,323093
832222,308209
1168222,392826
1118106,291877
667420,337512
534712,320434
505739,92678
167876,203090
371604,279052
148811,93556
1376241,416017
138131,466109
239319,422425
1093035,10384
732767,18726
607106,260194
371604,259078
296218,257410
76757,264915
1246441,16633
969519,420960
748040,276704
1356496,248676
149978,358211
76757,234299
1372317,101288
768341,129624
1158677,33912
1058388,445695
841939,204209
588087,111530
221900,414640
341098,139435
837052,153036
198153,72747
1306125,254365
1093035,446590
138131,119736
1143383,262979
664130,127567
1171799,138672
841939,345136
748040,187490
748040,256766
1296786,343861
1143383,117438
841939,85914
1186389,167126
748040,211207
1093035,90835
806371,237817
149978,69941
1356496,248676
1372317,204677
434489,326697
1372317,388318
1093035,158460
701722,302478
343404,44220
446744,226628
577262,2836
32787,88325
337411,40140
835193,429449
1258928,318225
1258928,97132
1258928,171465
1204946,206241
1143383,84321
181318,336327
145936,340918
138131,8523
138131,186702
76757,151178
748342,390069
608844,51483
551322,358417
1143383,198683
85734,307247
1168431,304314
1168431,135591
146698,213423
58730,185303
422894,457970
769676,206189
138131,123548
146698,213423
76757,231482
138131,284463
1335805,5470
138131,370390
25156,446522
76757,442131
583003,363030
1308761,387377
236800,55925
79566,32971
1207332,370390
85734,408203
459834,282385
490761,50221
791361,245200
577262,102925
76757,119736
1234095,243406
573267,230842
67712,207825
1169547,399192
1393980,178498
608844,272732
1131632,196356
697585,151178
1093035,313072
138131,403591
138131,119736
76757,230045
1161163,461686
219788,428756
219788,392583
219788,445681
72155,390712
1366154,422964
1161163,24728
422894,89901
79566,32971
343137,403039
1161163,369158
1161163,74518
1246436,68106
76757,403
1161163,422964
932193,421987
917038,198683
1375515,247240
1375515,369158
1375515,216266
490761,186491
796000,76617
156002,202354
58024,351464
1018985,461314
1208957,106848
62489,51755
701722,302478
1383306,234169
76757,280375
1258928,43392
1258928,37043
854863,146100
1370101,238059
741945,393768
976950,417367
76757,144704
1004711,132347
577262,415062
634300,96883
85734,425601
1093035,407078
1211110,409080
616796,96269
138131,300670
460599,409080
1093035,356998
343137,325115
1246436,68106
1168431,109663
1143383,124351
55023,403969
3847,388002
867302,466079
138131,127842
804836,459264
1303858,211581
1161163,439679
1375515,301721
608844,281480
748342,400077
32787,133472
76757,414654
747537,110018
1143383,62206
1093035,156466
1143383,140866
577262,159555
1005867,139936
583003,245985
1168431,109663
769676,80813
348755,380237
219788,165876
899857,332018
538534,272969
357339,432343
225990,324209
460599,360200
138131,283916
694977,317922
25156,415331
1213184,355671
76757,119736
1332508,110151
1303858,88132
577262,458124
577262,340190
86444,375820
1093035,122219
67712,207825
910472,379390
398779,218277
1368221,370395
195623,187549
1236376,387747
145936,400868
1093035,172894
748342,276704
893784,327897
269618,340749
1134659,42002
158533,15058
1093035,456056
546355,165259
219788,451600
932193,421987
555215,210087
1168431,135591
1380233,202976
146698,133814
792741,255908
1168431,135591
650108,247698
367329,365044
1143383,2829
455562,187374
796000,76617
490761,16910
58024,463871
1161163,391662
577262,430546
577262,339070
1320730,309778
830003,238059
1258928,413273
329397,449010
277968,312728
792741,77514
1093035,130113
1012516,393768
1390828,319942
172623,307728
76757,34320
158533,181202
697585,34320
76757,291559
138131,47415
608844,272649
138131,113419
1103840,180751
769676,287472
767419,7943
76757,67438
1206508,109312
1143383,208939
1255071,120114
121370,123664
436797,226828
409446,126623
138131,362348
871971,461686
1065255,181687
528074,24418
1065255,445706
546022,46232
1363344,227667
1119195,368033
1143383,194467
1165148,42002
807851,461686
807851,360292
1065255,384173
893155,88831
1143383,248904
418715,90389
1396823,173291
1143383,92271
197591,393144
261793,233439
870052,465751
528074,312781
521419,188084
1065255,102925
221099,361431
1065255,115001
876481,169583
345276,53480
1305909,81346
528074,222604
1342961,63102
417215,233439
748586,387747
1065255,441668
168761,338307
213089,42002
1065255,251751
1381398,13879
814619,433667
1223981,53480
186733,259725
1251411,358348
23730,113535
1173572,313375
345276,19629
345276,355396
1065255,416017
418715,159822
566474,247240
250527,212705
809973,187934
221099,361431
676735,29712
960973,115889
1161163,332691
1150086,332592
1161163,5848
1161163,94521
263205,243606
144274,181576
450043,204573
905936,12765
783282,111179
906765,292444
1234667,287345
1161163,454640
1052311,97836
822310,272988
822310,443161
154476,43267
502189,133907
144274,181576
350176,194711
1150086,375955
848163,350527
509833,4442
45018,444593
1156969,104478
628536,282988
940498,71530
198153,312728
824842,133907
937584,248327
557470,496
822310,70004
822310,420549
822310,6518
822310,350061
465507,26644
1161163,411886
483168,215824
557470,80885
1150086,464196
280692,207420
502189,338543
696363,446306
76757,144704
918146,432478
937584,459475
696363,446306
410841,461686
410841,132445
250372,295196
676700,328467
585036,117314
45018,216266
1150086,277638
573431,50668
1052311,314715
892355,384744
1378125,240470
861651,8015
1284340,347974
822310,351861
822310,164970
1284340,248840
576696,398141
1161163,190806
1161163,325999
1161163,26634
1150086,310620
232337,243626
1150086,398115
676700,182880
676700,256146
1266370,340375
751321,181227
250372,14741
1211914,438825
596876,60323
410841,280800
76757,336314
336290,381726
336290,315698
1150086,387863
1276807,275541
824842,444365
1134975,305675
1134975,305675
871303,272596
822310,104560
1284340,307322
1270193,410099
861651,339346
1150086,65021
76757,420960
1150086,276704
945706,175485
76757,276481
85734,50133
76757,199417
1211914,241274
535618,81086
1191828,288769
250372,22327
676700,187138
76757,57788
534217,184331
822310,212872
822310,123995
822310,93556
822310,82565
822310,41217
1161163,390250
76757,89775
1177519,405770
1134975,305675
502189,98807
824842,61303
925888,127290
732352,415822
732352,390824
371733,36864
1270193,410099
396709,321712
1119719,411886
76757,10885
693709,224405
1150086,357133
1285092,186728
1399374,11663
76757,436115
564398,89333
892355,318610
4241,340794
260491,398728
620292,452661
1284340,79484
1284340,389158
822310,131861
822310,257630
1284340,339032
1150086,440066
732352,255094
925888,428268
1161163,257040
154766,233439
392947,88098
1117845,345086
157419,351982
1134975,305675
1103880,144704
664846,283903
671926,346213
198145,131816
734719,123212
1130179,233439
813387,361431
813387,59761
371604,243843
1220556,370390
880465,461686
157419,351982
624072,280328
653012,296769
1206138,133282
748040,359250
813387,361431
813387,372568
727466,115556
661619,340578
460601,64852
460601,70370
371604,134118
766850,316753
892355,73840
1317048,129279
211574,101184
371604,138677
371604,349815
923338,291699
644031,26835
1101303,205582
1380773,243697
460601,437382
460601,124919
582788,289103
748040,84321
523381,411886
743466,243087
1330952,185246
880465,218794
1140031,455763
415676,173365
748040,77733
503891,250891
748040,389135
545808,223003
264716,410102
748040,352258
371604,61298
844840,144704
1273397,105933
1196616,109890
371604,384470
1317048,129279
655854,415610
748040,177757
748040,402455
748040,417927
892355,257251
886178,361431
623540,101960
325687,239581
748040,248711
26872,357054
1244501,116475
748040,108021
1029785,248626
1150086,213893
371604,90921
684072,461686
727466,88037
813387,128992
371604,206241
892355,33912
325687,239581
978578,136576
824837,310233
371604,11670
931964,379264
813387,386160
1258125,49947
211574,101184
892355,383396
1122754,429463
312082,253642
748040,84321
1137846,300262
1216971,171814
545808,244819
1062583,446913
371604,235796
748040,456951
226308,217043
1389049,213593
834036,46753
236211,175907
1150086,415301
1220556,370390
371604,460553
264716,461686
1206138,441199
450322,417927
164630,262138
193924,148103
182055,396853
371604,287972
890611,371551
1292444,68857
934767,79918
150737,158912
1239805,350103
8516,248569
1065255,432011
1161163,76414
1190855,446522
892355,154977
1065255,7943
845701,49676
1279985,51983
408865,237422
371604,80435
1263992,410504
86123,206930
1313304,335261
4694,371724
530559,362858
530559,439963
938120,122873
1326956,185847
541012,361496
991350,450082
619657,2660
454180,181576
1065255,199408
695604,191264
33308,27221
371604,315571
231275,324290
273341,303341
273341,63092
371604,346213
1240849,178274
1065255,280328
1065255,50648
101175,152260
242520,208637
1202094,114763
1377460,153864
973946,260878
595900,407952
1197647,190217
1313304,414914
1377460,121681
799678,153639
371604,363602
371604,257611
1161163,97158
1150086,156466
941359,358650
1362384,444848
1150086,108936
1308708,181973
1150086,177543
892355,352541
72302,48030
1368267,91723
374933,425228
1002471,83981
806817,359808
21976,343468
1065255,221980
371604,24734
1190855,14671
273341,171814
1224500,436694
592247,332018
3465,8523
279142,285346
1065255,377454
1150086,458130
1152318,56441
1161712,184320
942814,449786
1190855,264693
1065255,226940
1065255,284648
1136617,166056
371604,297965
308565,364594
1161163,148666
122337,447360
861923,454878
69301,448453
820440,11206
806817,123548
90352,425758
243025,182991
1190624,33388
1150086,168358
316850,286508
1013883,359765
72302,239564
845701,315545
573311,30048
1294186,261589
229321,181576
1389709,199910
3465,434048
265832,144761
1065255,67814
1065255,458271
539,94371
1150086,365166
831413,126307
1038782,168367
316850,76815
1150086,322887
635963,198903
371604,243355
941359,358650
491895,416017
836542,287647
1150086,323599
875801,317093
576588,408933
925775,80858
1190855,254813
937494,405770
416108,360213
535623,255989
628857,461686
541479,367664
374933,425228
1203683,391387
1123042,59635
182055,384302
84660,191547
299720,260878
201718,273872
4694,138314
1083369,27897
633212,226016
632574,59910
50467,286731
1389709,176661
592247,332018
530559,439963
530559,362858
435336,385735
43775,429721
892355,411373
892355,348245
1150086,196398
892355,387339
427421,457843
1296257,18171
717294,268883
598494,369767
1065255,130724
1150086,370395
217089,361748
347814,247240
717226,153767
446044,393768
1150086,23762
1065255,197735
892355,420960
892355,100944
892355,119736
1065255,455763
108464,268883
371604,172842
1288576,455763
690929,179932
371604,302587
1065255,28144
1187633,157437
516261,270886
1131743,403645
1150086,9385
1274040,448127
1024035,290402
1014574,357054
1123042,59635
861923,26283
1161163,119736
371604,175273
786374,437371
338429,412917
897017,116802
371604,101698
1190855,64377
1190855,145197
303244,260878
3465,114485
19967,242245
1003058,353436
516261,230257
371604,340375
892355,171814
934767,98282
934767,167126
1038789,366510
791783,420960
556822,48030
430190,447215
1367308,7379
596591,74025
1065255,262917
117236,237561
756442,256706
79452,46156
1190855,11250
689611,455804
1161163,137102
