visitorid,itemid
1085947,281124
379058,265846
287881,11323
521341,54172
406012,137390
135007,354881
1105057,324194
456570,333185
1317721,6731
928602,128218
40627,216271
1155971,287523
845693,262699
1310075,440747
405600,253156
208560,304314
503857,336760
1072230,334477
826976,312728
530033,80711
530033,357474
263447,333181
93681,105334
334628,209895
263447,333181
429956,234869
1159733,381613
1159733,377960
503857,446645
555912,131385
64488,168277
503857,449501
646421,282064
665565,177522
970126,443030
1266918,301656
1038582,216266
221190,80435
878690,105812
823143,7943
719756,253286
40879,133052
1183201,445573
115556,148545
94923,299954
371257,11710
1401883,156422
796956,269797
897873,395497
1390146,314201
644751,127042
263168,436219
1325134,379671
704979,133814
387234,371227
654696,224614
1109108,348615
1389778,133907
438441,29725
987912,175246
757563,299677
1152346,367627
438441,259405
714407,235869
334627,16771
791099,342220
405676,50259
393265,140292
1254716,291964
435005,366859
663086,268883
1093035,150882
892355,261568
1304736,228392
802259,345576
393265,115764
379058,437431
520636,178355
696957,434261
438441,389814
438441,332224
510743,404763
64846,392768
85734,144507
895605,292680
694597,318333
85734,144507
310685,280109
379058,248142
962933,426122
513617,399031
452858,298706
1095918,74425
323687,95729
1317103,57946
506467,30048
438441,15822
1317721,208880
127910,425009
561611,15822
405600,232172
1238480,209048
1317721,344428
127910,139085
503857,247376
966010,46458
503857,36864
976346,183313
892355,236578
530033,332610
186001,464661
161091,410582
1313950,88425
824295,15312
1159733,104116
774018,288077
355625,460188
163250,82465
1285147,242905
1038582,362864
1351702,118401
1187046,428819
200265,272907
503857,224614
953412,84337
425356,433667
988199,40298
741296,214757
756735,133647
756282,72984
438441,179601
741296,71301
741296,455629
503857,381613
327872,126019
766102,309778
783905,309778
503857,381613
1159733,381613
1041299,153935
953383,258608
1103395,415242
477442,50357
530033,389158
438441,413093
41837,24832
1209190,283492
438441,236949
1068174,216786
1207981,350734
727046,369485
62223,256432
128223,302563
95233,181483
425617,288418
47010,399031
863029,218656
1254860,334273
754525,461455
895039,298255
742102,69174
1220291,279720
371257,58217
335593,27494
477390,265966
1038582,301721
876575,121553
892355,357564
1280131,413921
1038582,392402
819396,357541
195395,220513
1093035,388431
442107,397642
763580,257115
311656,109025
496209,98425
278349,267050
